NDC2,GENERIC_NAME,BRAND_NAME,CHEMOCAT2,CHEMO_TYPE,STUDY_DRUG,TREATMENT_TYPE,CHEMOTHERAPY,DATE_ADDED
00047026624,MEDROXYPROGESTERONE,[Generic],MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00047087429,MEDROXYPROGESTERONE,[Generic],MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00349230925,MEDROXYPROGESTERONE,[Generic],MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00536590601,MEDROXYPROGESTERONE,[Generic],MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00603436521,MEDROXYPROGESTERONE,[Generic],MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00719154511,MEDROXYPROGESTERONE,[Generic],MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
59762374201,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE 10MG,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00009737607,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
00009737611,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
00247059101,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
23490585401,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54569370100,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54569490400,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54569552700,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54569561600,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54868361300,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54868410000,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54868410001,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54868525700,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
55045350501,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
55045394001,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
59762453802,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
59762453809,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE IM SUSP 150 MG/ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
00009470913,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE SUBCUTANEOUS SUSP 104 MG/0.65ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
54569621900,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE ACETATE SUBCUTANEOUS SUSP 104 MG/0.65ML,MEDROXYPROGESTERONE,R,0,H,Y,4/22/2013
00009028642,MEDROXYPROGESTERONE,,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00179111701,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179111730,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179111750,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179111770,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
21695089610,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
21695089620,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
21695089630,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
23490585300,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
23490585302,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
35356036414,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
43063043805,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
43063043810,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
43063043890,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
52959094310,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54569080900,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54569080902,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868010900,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868010901,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868010902,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868010903,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868010905,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868010906,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868010907,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868010908,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289016005,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289016007,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289016010,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289016013,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289016030,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289016040,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289016042,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289016050,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
58016092600,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
58016092610,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
58016092620,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
58016092640,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
58016092650,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
59762374206,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
59762374207,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
60687010511,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,2/1/2017
60687010521,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,2/1/2017
63187038220,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,2/1/2017
63629261201,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
63629261202,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
66267014010,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
02169589610,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
02169589620,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
02169589630,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
02349058530,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
02349058532,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
03535636414,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
04306343805,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
04306343810,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
04306343890,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05295994310,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05456908090,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05456908092,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05486801091,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05486801092,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05486801097,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528916005,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528916007,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528916010,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528916013,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528916030,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528916040,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528916042,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528916050,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05976237422,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05976237428,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06362926121,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06362926122,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06626714010,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
55289003410,MEDROXYPROGESTERONE 10 MG TABLET,PROVERA 10 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
05528903410,MEDROXYPROGESTERONE 10 MG TABLET,PROVERA 10 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05456962190,MEDROXYPROGESTERONE 104 MG/0.65 ML SUBCU,DEPO-SUBQ PROVERA 104 104 MG/0.65 ML,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05456937010,MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCU,DEPO-PROVERA 150 MG/ML INTRAMUSCULAR,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05456955270,MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCU,DEPO-PROVERA 150 MG/ML INTRAMUSCULAR,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05486836130,MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCU,DEPO-PROVERA 150 MG/ML INTRAMUSCULAR,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05486852570,MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCU,MEDROXYPROGESTERONE 150 MG/ML INTRAM,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05976245371,MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCU,MEDROXYPROGESTERONE 150 MG/ML INTRAM,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05976245372,MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCU,MEDROXYPROGESTERONE 150 MG/ML INTRAM,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05976245381,MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCU,MEDROXYPROGESTERONE 150 MG/ML INTRAM,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05976245382,MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCU,MEDROXYPROGESTERONE 150 MG/ML INTRAM,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00179120150,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179120160,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179120170,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179120190,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
23490585503,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54569380602,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868298400,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868298403,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289081630,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
63629261301,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
63629261302,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
63629261303,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
66267014130,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
68084055311,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
68084055321,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
02349058553,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05456938062,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05486829840,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05486829843,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528981630,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05976237401,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05976237405,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06362926131,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06362926132,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06362926133,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06626714130,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06808455311,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
06808455321,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
49999027201,MEDROXYPROGESTERONE 2.5 MG TABLET,PROVERA  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
49999027230,MEDROXYPROGESTERONE 2.5 MG TABLET,PROVERA  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289012130,MEDROXYPROGESTERONE 2.5 MG TABLET,PROVERA  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
58016096900,MEDROXYPROGESTERONE 2.5 MG TABLET,PROVERA  2.5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
04999927201,MEDROXYPROGESTERONE 2.5 MG TABLET,PROVERA 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
04999927230,MEDROXYPROGESTERONE 2.5 MG TABLET,PROVERA 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528912130,MEDROXYPROGESTERONE 2.5 MG TABLET,PROVERA 2.5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
00179120201,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179120250,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179120260,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179120270,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
00179120290,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
23490585701,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
42254031430,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
49999049410,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
54868298500,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289090830,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
55289090842,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
58864074430,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE  5 MG ORAL TAB,MEDROXYPROGESTERONE,R,0,H,Y,7/17/2015
02349058571,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
04225431430,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
04999949410,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05486829850,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
05528990830,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE 5 MG TABLET,MEDROXYPROGESTERONE,R,0,H,Y,3/31/2016
